Date,Average humidity (%),Rainfall for month (in),Maximum rain per minute,Maximum humidity (%),Minimum humidity (%)
2015/10/23,61,1.31,0,93,32
2015/10/24,52,1.31,0,89,23
2015/10/25,45,1.31,0,85,15
2015/10/26,53,1.31,0,71,31
2015/10/27,56,1.33,0,85,38
2015/10/28,26,1.33,0,47,9
2015/10/29,52,1.33,0,76,24
2015/10/30,69,1.37,0,90,28
2015/10/31,42,1.37,0,52,34
2015/11/1,31,0,0,44,19
2015/11/2,33,0,0,72,15
2015/11/3,32,0,0,77,11
2015/11/4,69,0.14,0,90,40
2015/11/5,62,0.17,0,90,32
2015/11/6,44,0.17,0,69,27
2015/11/7,43,0.17,0,71,11
2015/11/8,41,0.17,0,74,6
2015/11/9,30,0.17,0,55,11
2015/11/10,39,0.17,0,89,16
2015/11/11,60,0.27,0,91,32
2015/11/12,44,0.28,0,67,30
2015/11/13,29,0.28,0,51,20
2015/11/14,34,0.28,0,69,13
2015/11/15,23,0.28,0,70,9
2015/11/16,53,0.28,0,88,13
2015/11/17,50,0.35,0,84,24
2015/11/18,43,0.35,0,61,27
2015/11/19,40,0.35,0,54,28
2015/11/20,55,0.43,0,89,22
2015/11/21,28,0.43,0,78,13
2015/11/22,19,0.43,0,27,14
2015/11/23,17,0.43,0,28,10
2015/11/24,24,0.43,0,56,10
2015/11/25,59,0.43,0,87,24
2015/11/26,80,0.47,0,86,74
2015/11/27,74,0.55,0,80,59
2015/11/28,75,0.64,0,84,62
2015/11/29,75,0.67,0,84,37
2015/11/30,55,0.67,0,82,35
2015/12/1,35,0,0,43,23
2015/12/2,25,0,0,35,18
2015/12/3,42,0,0,77,25
2015/12/4,29,0,0,78,14
2015/12/5,36,0,0,47,24
2015/12/6,21,0,0,51,5
2015/12/7,21,0,0,39,14
2015/12/8,42,0.02,0,82,27
2015/12/9,28,0.02,0,43,17
2015/12/10,28,0.02,0,40,22
2015/12/11,70,0.08,0,88,26
2015/12/12,82,0.08,0,87,75
2015/12/13,69,0.18,0,86,33
2015/12/14,53,0.18,0,84,32
2015/12/15,71,0.18,0,86,45
2015/12/16,43,0.18,0,54,32
2015/12/17,36,0.18,0,61,25
2015/12/18,45,0.18,0,51,33
2015/12/19,25,0.18,0,50,18
2015/12/20,39,0.18,0,73,15
2015/12/21,47,0.18,0,72,32
2015/12/22,69,0.18,0,89,52
2015/12/23,59,0.26,0,83,39
2015/12/24,44,0.26,0,61,32
2015/12/25,68,0.27,0,84,40
2015/12/26,69,0.29,0,82,43
2015/12/27,64,0.34,0,76,30
2015/12/28,50,0.34,0,76,17
2015/12/29,62,0.35,0,79,31
2015/12/30,57,0.35,0,79,33
2015/12/31,66,0.35,0,79,40
2016/1/1,51,0,0,75,11
2016/1/2,49,0,0,76,15
2016/1/3,41,0,0,72,20
2016/1/4,57,0,0,81,19
2016/1/5,53,0,0,75,24
2016/1/6,48,0,0,71,27
2016/1/7,77,0,0,88,62
2016/1/8,83,0.02,0,88,76
2016/1/9,60,0.05,0,83,36
2016/1/10,32,0.05,0,43,22
2016/1/11,24,0.05,0,33,17
2016/1/12,23,0.05,0,41,14
2016/1/13,26,0.05,0,41,16
2016/1/14,37,0.05,0,60,18
2016/1/15,54,0.05,0,82,33
2016/1/16,48,0.05,0,75,28
2016/1/17,47,0.05,0,65,34
2016/1/18,42,0.05,0,55,29
2016/1/19,49,0.05,0,82,27
2016/1/20,42,0.05,0,60,30
2016/1/21,35,0.05,0,51,16
2016/1/22,36,0.05,0,61,21
2016/1/23,22,0.05,0,40,14
2016/1/24,41,0.05,0,81,23
2016/1/25,40,0.05,0,62,27
2016/1/26,31,0.05,0,64,20
2016/1/27,39,0.05,0,62,22
2016/1/28,35,0.05,0,45,25
2016/1/29,30,0.05,0,52,18
2016/1/30,60,0.05,0,89,35
2016/1/31,65,0.05,0,87,33
2016/2/1,82,0.01,0,85,78
2016/2/2,77,0.01,0,82,66
2016/2/3,50,0.01,0,78,28
2016/2/4,40,0.02,0,54,28
2016/2/5,35,0.02,0,46,26
2016/2/6,32,0.06,0,43,21
2016/2/7,31,0.06,0,41,21
2016/2/8,33,0.06,0,40,23
2016/2/9,22,0.06,0,31,14
2016/2/10,16,0.06,0,24,7
2016/2/11,24,0.06,0,37,17
2016/2/12,31,0.06,0,42,23
2016/2/13,21,0.06,0,32,12
2016/2/14,37,0.06,0,60,20
2016/2/15,50,0.06,0,63,40
2016/2/16,36,0.06,0,59,22
2016/2/17,17,0.06,0,31,8
2016/2/18,34,0.07,0,77,14
2016/2/19,25,0.07,0,42,10
2016/2/20,29,0.07,0,45,19
2016/2/21,52,0.07,0,73,35
2016/2/22,60,0.07,0,87,27
2016/2/23,64,0.16,0,87,30
2016/2/24,27,0.16,0,68,14
2016/2/25,47,0.16,0,75,28
2016/2/26,25,0.16,0,41,11
2016/2/27,22,0.16,0,51,15
2016/2/28,25,0.16,0,44,11
2016/2/29,36,0.16,0,73,22
2016/3/1,30,0,0,51,22
2016/3/2,38,0.04,0,86,19
2016/3/3,20,0.04,0,35,9
2016/3/4,35,0.04,0,69,17
2016/3/5,42,0.04,0,80,12
2016/3/6,37,0.04,0,61,19
2016/3/7,50,0.05,0,77,35
2016/3/8,65,0.06,0,83,43
2016/3/9,55,0.06,0,83,27
2016/3/10,35,0.06,0,54,21
2016/3/11,33,0.06,0,63,8
2016/3/12,43,0.06,0,69,16
2016/3/13,36,0.06,0,53,24
2016/3/14,59,0.08,0,88,40
2016/3/15,44,0.08,0,67,22
2016/3/16,39,0.08,0,56,27
2016/3/17,77,0.1,0,87,39
2016/3/18,80,0.1,0,86,72
2016/3/19,70,0.23,0,81,54
2016/3/20,46,0.26,0,78,13
2016/3/21,24,0.26,0,43,12
2016/3/22,24,0.26,0,73,13
2016/3/23,80,0.3,0,91,52
2016/3/24,48,0.56,0,70,34
2016/3/25,51,0.57,0,84,29
2016/3/26,65,0.57,0,80,46
2016/3/27,41,0.57,0,81,26
2016/3/28,40,0.57,0,64,18
2016/3/29,71,0.65,0,92,39
2016/3/30,53,0.67,0,79,38
2016/3/31,45,0.68,0,76,23
2016/4/1,41,0,0,64,20
2016/4/2,34,0,0,60,19
2016/4/3,33,0,0,56,17
2016/4/4,38,0,0,72,19
2016/4/5,45,0.04,0,84,26
2016/4/6,25,0.04,0,36,16
2016/4/7,38,0.04,0,70,19
2016/4/8,53,0.04,0,86,18
2016/4/9,45,0.04,0,80,25
2016/4/10,54,0.06,0,87,32
2016/4/11,78,0.06,0,91,54
2016/4/12,67,0.07,0,92,28
2016/4/13,57,0.09,0,89,22
2016/4/14,43,0.09,0,76,16
2016/4/15,69,0.13,0,90,28
2016/4/16,79,0.24,0,90,59
2016/4/17,83,0.36,0,89,65
2016/4/18,76,0.42,0,87,66
2016/4/19,73,0.43,0,88,37
2016/4/20,62,0.43,0,90,27
2016/4/21,60,0.45,0,90,26
2016/4/22,49,0.45,0,90,12
2016/4/23,51,0.48,0,82,13
2016/4/24,46,0.48,0,64,33
2016/4/25,54,0.5,0,85,32
2016/4/26,68,0.67,0,91,34
2016/4/27,60,0.69,0,91,28
2016/4/28,87,0.75,0,92,79
2016/4/29,88,0.89,0,91,81
2016/4/30,79,0.96,0,90,61
2016/5/1,77,0.01,0,83,64
2016/5/2,57,0.01,0,83,28
2016/5/3,47,0.01,0,84,10
2016/5/4,49,0.01,0,86,20
2016/5/5,47,0.01,0,82,15
2016/5/6,53,0.04,0,84,16
2016/5/7,83,0.58,0,92,58
2016/5/8,58,0.66,0,75,33
2016/5/9,62,0.85,0,94,35
2016/5/10,54,0.89,0,92,30
2016/5/11,40,0.89,0,65,21
2016/5/12,39,0.89,0,83,12
2016/5/13,43,0.89,0,83,14
2016/5/14,80,0.89,0,90,62
2016/5/15,82,1.15,0,93,53
2016/5/16,91,1.5,0,94,86
2016/5/17,88,1.52,0,92,81
2016/5/18,77,1.58,0,91,46
2016/5/19,59,1.62,0,93,25
2016/5/20,50,1.62,0,86,27
2016/5/21,53,1.62,0,83,18
2016/5/22,41,1.62,0,70,24
2016/5/23,48,1.62,0,86,16
2016/5/24,66,1.62,0,91,35
2016/5/25,41,1.62,0,79,15
2016/5/26,66,1.62,0,86,41
2016/5/27,67,1.95,0,91,31
2016/5/28,54,1.98,0,92,27
2016/5/29,55,2.01,0,85,22
2016/5/30,52,2.01,0,87,19
2016/5/31,67,2.01,0,87,46
2016/6/1,66,0.07,0,92,38
2016/6/2,45,0.07,0,91,13
2016/6/3,42,0.07,0,65,19
2016/6/4,54,0.07,0,86,31
2016/6/5,56,0.08,0,87,23
2016/6/6,69,0.58,0,92,23
2016/6/7,67,0.6,0,95,28
2016/6/8,54,0.6,0,80,25
2016/6/9,56,0.74,0,92,16
2016/6/10,53,0.89,0,94,13
2016/6/11,51,0.9,0,80,23
2016/6/12,60,0.9,0,86,27
2016/6/13,73,1.17,0,93,36
2016/6/14,41,1.32,0,62,23
2016/6/15,38,1.33,0,70,12
2016/6/16,18,1.33,0,57,8
2016/6/17,43,1.33,0,76,19
2016/6/18,50,1.33,0,87,9
2016/6/19,43,1.33,0,76,13
2016/6/20,60,1.33,0,85,32
2016/6/21,42,1.33,0,94,10
2016/6/22,43,1.36,0,75,21
2016/6/23,51,1.43,0,86,19
2016/6/24,55,1.44,0,93,15
2016/6/25,44,1.45,0,80,18
2016/6/26,44,1.45,0,90,6
2016/6/27,44,1.45,0,78,10
2016/6/28,50,1.45,0,90,14
2016/6/29,46,1.46,0,92,11
2016/6/30,66,1.69,0,90,32
2016/7/1,73,0.02,0,93,37
2016/7/2,69,0.02,0,89,43
2016/7/3,41,0.02,0,85,15
2016/7/4,31,0.02,0,42,16
2016/7/5,36,0.02,0,64,19
2016/7/6,38,0.02,0,85,12
2016/7/7,30,0.02,0,63,12
2016/7/8,46,0.06,0,80,11
2016/7/9,38,0.06,0,84,10
2016/7/10,21,0.06,0,45,9
2016/7/11,18,0.06,0,29,12
2016/7/12,28,0.06,0,69,9
2016/7/13,24,0.06,0,60,7
2016/7/14,38,0.06,0,64,25
2016/7/15,58,0.06,0,88,9
2016/7/16,46,0.06,0,91,9
2016/7/17,41,0.06,0,66,18
2016/7/18,53,0.06,0,86,16
2016/7/19,37,0.06,0,76,20
2016/7/20,49,0.22,0,86,17
2016/7/21,42,0.23,0,78,16
2016/7/22,42,0.23,0,76,19
2016/7/23,27,0.23,0,50,14
2016/7/24,42,0.24,0,81,12
2016/7/25,45,0.24,0,92,7
2016/7/26,31,0.24,0,60,11
2016/7/27,38,0.24,0,62,16
2016/7/28,62,0.24,0,86,10
2016/7/29,62,0.24,0,88,33
2016/7/30,51,0.24,0,92,9
2016/7/31,62,0.72,0,89,17
2016/8/1,40,0,0,89,12
2016/8/2,59,0.14,0,86,24
2016/8/3,54,0.14,0,93,16
2016/8/4,61,0.16,0,86,38
2016/8/5,77,0.19,0,88,61
2016/8/6,74,0.19,0,94,36
2016/8/7,52,0.21,0,89,26
2016/8/8,36,0.21,0,60,19
2016/8/9,41,0.22,0,73,11
2016/8/10,49,0.25,0,78,16
2016/8/11,36,0.25,0,77,4
2016/8/12,49,0.25,0,81,27
2016/8/13,44,0.25,0,83,14
2016/8/14,38,0.25,0,81,11
2016/8/15,37,0.28,0,62,11
2016/8/16,45,0.28,0,81,16
2016/8/17,43,0.28,0,82,13
2016/8/18,59,0.48,0,89,22
2016/8/19,80,0.64,0,93,34
2016/8/20,66,0.65,0,90,38
2016/8/21,65,0.65,0,85,29
2016/8/22,39,0.65,0,66,15
2016/8/23,31,0.65,0,51,15
2016/8/24,65,0.72,0,90,44
2016/8/25,79,0.85,0,95,43
2016/8/26,54,0.86,0,84,24
2016/8/27,51,0.86,0,82,26
2016/8/28,54,0.86,0,79,43
2016/8/29,56,1,0,87,22
2016/8/30,62,1,0,92,35
2016/8/31,67,1,0,93,41
2016/9/1,65,0,0,93,31
2016/9/2,56,0.01,0,69,30
2016/9/3,60,0.06,0,86,27
2016/9/4,56,0.07,0,89,19
2016/9/5,41,0.07,0,85,12
2016/9/6,52,0.07,0,88,11
2016/9/7,54,0.07,0,92,11
2016/9/8,36,0.07,0,72,10
2016/9/9,39,0.07,0,80,15
2016/9/10,46,0.07,0,90,8
2016/9/11,15,0.07,0,41,10
2016/9/12,45,0.08,0,76,31
2016/9/13,79,0.08,0,91,61
2016/9/14,63,0.1,0,94,26
2016/9/15,46,0.1,0,83,18
2016/9/16,56,0.1,0,85,27
2016/9/17,41,0.1,0,89,11
2016/9/18,20,0.1,0,27,15
2016/9/19,19,0.1,0,36,10
2016/9/20,24,0.1,0,47,10
2016/9/21,34,0.1,0,60,22
2016/9/22,63,0.1,0,80,40
2016/9/23,56,0.1,0,94,28
2016/9/24,50,0.13,0,95,44
2016/9/25,48,0.13,0,74,27
2016/9/26,53,0.13,0,86,23
2016/9/27,45,0.13,0,86,16
2016/9/28,41,0.13,0,70,22
2016/9/29,47,0.13,0,79,17
2016/9/30,58,0.17,0,84,37
2016/10/1,66,0,0,92,28
2016/10/2,42,0,0,80,24
2016/10/3,50,0,0,87,22
2016/10/4,33,0,0,43,27
2016/10/5,34,0,0,56,22
2016/10/6,66,0.08,0,91,31
2016/10/7,39,0.08,0,68,15
2016/10/8,26,0.08,0,60,11
2016/10/9,35,0.08,0,64,15
2016/10/10,37,0.08,0,71,21
2016/10/11,60,0.24,0,88,39
2016/10/12,58,0.28,0,94,21
2016/10/13,45,0.28,0,75,13
2016/10/14,21,0.28,0,27,14
2016/10/15,24,0.28,0,48,15
2016/10/16,21,0.28,0,46,15
2016/10/17,37,0.28,0,58,23
2016/10/18,43,0.33,0,85,29
2016/10/19,48,0.35,0,88,24
2016/10/20,33,0.35,0,66,7
2016/10/21,16,0.35,0,40,10
2016/10/22,24,0.35,0,49,12
2016/10/23,39,0.35,0,60,16
2016/10/24,35,0.35,0,58,17
2016/10/25,45,0.35,0,57,29
2016/10/26,37,0.35,0,56,18
2016/10/27,22,0.35,0,36,14
2016/10/28,32,0.35,0,46,24
2016/10/29,46,0.35,0,73,28
2016/10/30,45,0.35,0,82,27
2016/10/31,30,0.35,0,44,21
2016/11/1,43,0.03,0,75,27
2016/11/2,68,0.03,0,87,36
2016/11/3,54,0.04,0,91,8
2016/11/4,42,0.04,0,64,14
2016/11/5,52,0.04,0,76,23
2016/11/6,46,0.04,0,85,23
2016/11/7,40,0.04,0,75,26
2016/11/8,55,0.04,0,86,19
2016/11/9,42,0.04,0,74,11
2016/11/10,44,0.04,0,65,22
2016/11/11,61,0.04,0,82,33
2016/11/12,45,0.04,0,86,19
2016/11/13,35,0.04,0,47,27
2016/11/14,27,0.04,0,39,20
2016/11/15,19,0.04,0,39,11
2016/11/16,16,0.04,0,47,10
2016/11/17,80,0.04,0,89,47
2016/11/18,60,0.12,0,80,25
2016/11/19,27,0.12,0,81,19
2016/11/20,42,0.12,0,76,24
2016/11/21,60,0.13,0,85,32
2016/11/22,66,0.14,0,92,32
2016/11/23,43,0.14,0,83,11
2016/11/24,37,0.14,0,85,16
2016/11/25,19,0.14,0,31,9
2016/11/26,17,0.14,0,39,3
2016/11/27,45,0.14,0,88,28
2016/11/28,38,0.14,0,54,27
2016/11/29,36,0.14,0,48,31
2016/11/30,32,0.14,0,44,24
2016/12/1,39,0,0,59,26
2016/12/2,70,0,0,80,58
2016/12/3,52,0,0,80,24
2016/12/4,33,0,0,44,26
2016/12/5,44,0.01,0,77,19
2016/12/6,50,0.01,0,79,18
2016/12/7,73,0.01,0,79,65
2016/12/8,64,0.09,0,76,46
2016/12/9,53,0.12,0,69,39
2016/12/10,48,0.12,0,74,29
2016/12/11,61,0.15,0,90,32
2016/12/12,31,0.15,0,38,23
2016/12/13,30,0.15,0,41,22
2016/12/14,64,0.15,0,82,31
2016/12/15,44,0.17,0,89,28
2016/12/16,66,0.19,0,84,45
2016/12/17,68,0.3,0,77,44
2016/12/18,35,0.31,0,51,27
2016/12/19,27,0.31,0,39,21
2016/12/20,32,0.31,0,45,21
2016/12/21,45,0.31,0,83,20
2016/12/22,73,0.33,0,85,42
2016/12/23,53,0.33,0,85,26
2016/12/24,37,0.33,0,70,19
2016/12/25,55,0.33,0,80,31
2016/12/26,34,0.33,0,42,21
2016/12/27,23,0.33,0,51,11
2016/12/28,53,0.33,0,83,35
2016/12/29,27,0.33,0,35,17
2016/12/30,20,0.33,0,28,12
2016/12/31,33,0.33,0,48,22
2017/1/1,38,0,0,44,29
2017/1/2,57,0.01,0,85,34
2017/1/3,82,0.01,0,84,73
2017/1/4,76,0.01,0,85,68
2017/1/5,72,0.01,0,74,67
2017/1/6,52,0.09,0,74,29
2017/1/7,29,0.18,0,60,15
2017/1/8,54,0.19,0,65,43
2017/1/9,75,0.44,0,91,56
2017/1/10,58,0.46,0,78,44
2017/1/11,77,0.52,0,90,62
2017/1/12,74,0.57,0,87,45
2017/1/13,69,0.69,0,86,50
2017/1/14,71,0.71,0,87,40
2017/1/15,79,0.71,0,90,50
2017/1/16,83,0.77,0,92,68
2017/1/17,65,0.85,0,84,23
2017/1/18,57,0.86,0,83,14
2017/1/19,32,0.86,0,49,19
2017/1/20,48,0.86,0,72,33
2017/1/21,61,0.86,0,85,25
2017/1/22,39,0.86,0,54,22
2017/1/23,66,0.88,0,85,47
2017/1/24,61,0.91,0,84,31
2017/1/25,46,0.91,0,82,28
2017/1/26,35,0.91,0,95,24
2017/1/27,32,0.91,0,50,22
2017/1/28,33,0.91,0,41,21
2017/1/29,32,0.91,0,41,20
2017/1/30,30,0.91,0,37,23
2017/1/31,25,0.91,0,35,16
2017/2/1,50,0,0,86,17
2017/2/2,76,0,0,85,60
2017/2/9,43,0,0,95,13
2017/2/10,37,0,0,95,8
2017/2/11,60,0.05,0,74,34
2017/2/12,64,0.05,0,85,32
2017/2/13,57,0.05,0,86,24
2017/2/14,52,0.05,0,76,27
2017/2/15,19,0.05,0,66,10
2017/2/16,12,0.05,0,18,5
2017/2/17,26,0.05,0,56,13
2017/2/18,46,0.05,0,73,26
2017/2/19,59,0.05,0,82,25
2017/2/20,30,0.05,0,41,24
2017/2/21,36,0.05,0,54,24
2017/2/22,47,0.05,0,85,22
2017/2/23,81,0.05,0,87,64
2017/2/24,75,0.06,0,80,66
2017/2/25,45,0.06,0,80,34
2017/2/26,32,0.06,0,44,24
2017/2/27,45,0.07,0,74,32
2017/2/28,52,0.07,0,83,30
2017/3/1,34,0,0,46,24
2017/3/2,33,0,0,42,22
2017/3/3,27,0,0,56,12
2017/3/4,22,0,0,54,13
2017/3/5,23,0,0,37,11
2017/3/6,37,0,0,75,20
2017/3/7,29,0,0,42,23
2017/3/8,32,0,0,53,22
2017/3/9,27,0,0,67,17
2017/3/10,35,0,0,78,17
2017/3/11,65,0,0,83,37
2017/3/12,38,0,0,87,19
2017/3/13,40,0,0,85,25
2017/3/14,26,0,0,35,20
2017/3/15,22,0,0,48,10
2017/3/16,25,0,0,53,15
2017/3/17,32,0,0,68,19
2017/3/18,34,0,0,79,13
2017/3/19,26,0,0,49,14
2017/3/20,29,0,0,46,16
2017/3/21,56,0,0,80,21
2017/3/22,33,0,0,86,14
2017/3/23,36,0,0,75,11
2017/3/24,49,0,0,73,21
2017/3/25,39,0.04,0,87,17
2017/3/26,84,0.18,0,93,55
2017/3/27,77,0.24,0,94,41
2017/3/28,90,0.68,0,93,84
2017/3/29,63,0.85,0,91,20
2017/3/30,47,0.89,0,80,27
2017/3/31,89,1.02,0,94,80
2017/4/5,42,0.02,0,90,40
2017/4/6,44,0.02,0,72,27
2017/4/7,43,0.02,0,80,19
2017/4/8,27,0.02,0,50,17
2017/4/9,41,0.08,0,86,21
2017/4/10,26,0.08,0,54,14
2017/4/11,32,0.08,0,68,10
2017/4/12,36,0.08,0,64,12
2017/4/13,45,0.08,0,82,19
2017/4/14,23,0.08,0,65,0
2017/4/15,33,0.08,0,69,13
2017/4/16,39,0.08,0,73,13
2017/4/17,35,0.08,0,72,13
2017/4/18,37,0.08,0,68,19
2017/4/19,49,0.17,0,84,23
2017/4/20,67,0.31,0,91,0
2017/4/21,68,0.58,0,93,36
2017/4/22,73,0.78,0,92,47
2017/4/23,41,0.78,0,89,12
2017/4/24,48,0.9,0,89,21
2017/4/25,51,0.92,0,89,27
2017/5/6,32,0,0,79,0
2017/5/7,49,0.27,0,81,21
2017/5/8,74,0.65,0,91,41
2017/5/9,79,0.67,0,94,53
2017/5/10,87,1.45,0,92,67
2017/5/11,76,1.52,0,94,50
2017/5/12,56,1.54,0,93,20
2017/5/13,35,1.54,0,80,10
2017/5/14,46,1.54,0,69,25
2017/5/15,47,1.54,0,82,0
2017/5/16,40,1.54,0,76,15
2017/5/17,59,1.73,0,91,18
2017/5/18,92,1.86,0,94,89
2017/5/22,56,1.86,0,84,0
2017/5/23,51,1.86,0,70,30
2017/5/24,36,1.86,0,80,16
2017/5/25,52,1.86,0,87,27
2017/5/26,74,1.97,0,95,47
2017/6/2,47,0.13,0,75,30
2017/6/3,48,0.27,0,88,25
2017/6/4,53,0.27,0,89,26
2017/6/5,57,0.44,0,89,30
2017/6/6,65,0.44,0,86,41
2017/6/7,67,0.61,0,93,32
2017/6/8,58,0.61,0,92,27
2017/6/9,24,0.61,0,81,11
2017/6/10,28,0.61,0,69,12
2017/6/11,39,0.61,0,76,10
2017/6/12,51,0.63,0,89,8
2017/6/13,19,0.63,0,32,11
2017/6/14,26,0.63,0,43,17
2017/6/15,31,0.63,0,67,12
2017/6/16,32,0.63,0,68,15
2017/6/17,45,0.63,0,77,23
2017/6/18,44,0.63,0,80,17
2017/6/19,52,0.63,0,86,31
2017/6/20,39,0.63,0,83,11
2017/6/21,22,0.63,0,42,8
2017/6/22,40,0.63,0,71,17
2017/6/23,71,0.68,0,90,54
2017/6/24,64,0.68,0,90,46
2017/6/25,66,0.68,0,91,40
2017/6/26,50,0.68,0,92,18
2017/6/27,36,0.68,0,82,9
2017/6/28,45,0.68,0,93,8
2017/6/29,45,0.75,0,93,8
2017/6/30,45,0.78,0,93,8
2017/7/1,48,0,0,91,16
2017/7/2,35,0,0,71,10
2017/7/3,32,0,0,61,17
2017/7/4,37,0.04,0,71,12
2017/7/5,38,0.04,0,78,11
2017/7/6,36,0.05,0,59,14
2017/7/7,64,0.44,0,88,17
2017/7/8,68,0.54,0,93,33
2017/7/9,59,0.6,0,89,16
2017/7/10,56,0.62,0,88,19
2017/7/11,48,0.67,0,89,22
2017/7/12,65,0.68,0,82,44
2017/7/13,58,0.68,0,93,23
2017/7/14,51,0.68,0,87,21
2017/7/15,53,0.68,0,88,24
2017/7/16,53,0.68,0,85,28
2017/7/17,48,0.69,0,80,19
2017/7/18,44,0.69,0,76,22
2017/7/19,51,0.74,0,76,17
2017/7/20,55,0.74,0,76,33
2017/7/21,62,1.67,0,91,22
2017/7/22,67,1.87,0,93,31
2017/7/23,57,1.87,0,90,28
2017/7/24,47,1.9,0,84,15
2017/7/25,62,1.96,0,92,27
2017/7/26,86,2.22,0,95,58
2017/7/27,76,2.3,0,96,52
2017/7/28,62,2.35,0,91,24
2017/7/29,71,2.37,0,92,36
2017/7/30,69,2.37,0,92,41
2017/7/31,55,2.37,0,94,22
2017/8/1,53,0.01,0,89,22
2017/8/2,54,0.03,0,84,17
2017/8/3,83,0.23,0,92,56
2017/8/4,51,0.25,0,94,14
2017/8/5,51,0.45,0,89,25
2017/8/6,84,0.5,0,95,61
2017/8/7,90,0.99,0,94,83
2017/8/8,83,1.07,0,96,51
2017/8/9,81,1.28,0,95,49
2017/8/10,82,1.3,0,96,50
2017/8/11,72,1.3,0,96,40
2017/8/12,53,1.3,0,90,26
2017/8/13,57,1.31,0,86,24
2017/8/14,55,1.34,0,87,22
2017/8/15,56,1.38,0,92,19
2017/8/16,61,1.45,0,86,41
2017/8/17,54,1.45,0,93,18
2017/8/18,47,1.45,0,76,15
2017/8/19,40,1.45,0,82,7
2017/8/20,39,1.5,0,67,17
2017/8/21,55,1.5,0,83,19
2017/8/22,66,1.51,0,94,38
2017/8/23,50,1.51,0,75,17
2017/8/24,56,1.52,0,87,19
2017/8/25,47,1.52,0,78,20
2017/8/26,40,1.52,0,76,13
2017/8/27,44,1.52,0,69,22
2017/8/28,50,1.52,0,88,15
2017/8/29,51,1.66,0,81,17
2017/8/30,52,1.66,0,81,20
2017/8/31,64,2.01,0,88,22
2017/9/1,52,0.01,0,92,20
2017/9/2,51,0.01,0,88,21
2017/9/3,40,0.01,0,81,10
2017/9/4,43,0.01,0,68,8
2017/9/5,60,0.01,0,82,40
2017/9/6,60,0.01,0,94,27
2017/9/7,50,0.01,0,89,18
2017/9/8,55,0.03,0,80,19
2017/9/9,57,0.07,0,88,18
2017/9/10,60,0.08,0,84,20
2017/9/11,64,0.09,0,89,26
2017/9/12,49,0.09,0,91,15
2017/9/13,38,0.09,0,62,17
2017/9/14,46,0.1,0,68,20
2017/9/15,34,0.12,0,72,15
2017/9/16,51,0.13,0,86,15
2017/9/17,67,0.13,0,92,20
2017/9/18,49,0.13,0,90,15
2017/9/19,19,0.13,0,41,11
2017/9/20,39,0.13,0,61,17
2017/9/21,30,0.13,0,68,10
2017/9/22,45,0.13,0,74,18
2017/9/23,78,0.36,0,92,47
2017/9/24,90,0.69,0,93,76
2017/9/25,79,0.69,0,93,55
2017/9/26,72,0.69,0,92,47
2017/9/27,83,0.69,0,90,77
2017/9/28,88,0.87,0,93,76
2017/9/29,85,0.92,0,95,58
2017/9/30,61,0.92,0,94,22
2017/10/1,70,0.25,0,87,37
2017/10/2,84,0.54,0,93,63
2017/10/3,79,0.59,0,89,68
2017/10/4,74,0.6,0,93,43
2017/10/5,70,0.6,0,94,36
2017/10/6,55,0.6,0,93,22
2017/10/7,28,0.6,0,46,13
2017/10/8,37,0.67,0,93,13
2017/10/9,90,0.88,0,93,86
2017/10/10,77,0.91,0,90,40
2017/10/11,20,0.91,0,91,8
2017/10/12,32,0.91,0,66,13
2017/10/13,57,0.91,0,88,11
2017/10/14,36,0.91,0,87,18
2017/10/15,24,0.91,0,58,12
2017/10/16,19,0.91,0,58,4
2017/10/17,14,0.91,0,28,8
2017/10/18,18,0.91,0,49,7
2017/10/19,39,0.91,0,66,12
2017/10/20,31,0.91,0,49,16
2017/10/21,31,0.91,0,69,19
2017/10/22,30,0.91,0,41,15
2017/10/23,45,0.91,0,76,24
2017/10/24,42,0.91,0,83,15
2017/10/25,21,0.91,0,46,7
2017/10/26,55,0.94,0,88,16
2017/10/27,74,0.97,0,88,59
2017/10/28,48,0.98,0,71,32
2017/10/29,42,0.98,0,82,23
2017/10/30,82,0.98,0,88,71
2017/10/31,45,1.01,0,91,15
2017/11/1,26,0,0,31,20
2017/11/2,55,0,0,89,22
2017/11/3,33,0,0,91,17
2017/11/4,63,0.13,0,87,35
2017/11/5,86,0.34,0,94,46
2017/11/6,59,0.35,0,93,29
2017/11/7,86,0.59,0,90,78
2017/11/8,58,0.78,0,86,19
2017/11/9,54,0.78,0,81,11
2017/11/10,36,0.78,0,66,23
2017/11/11,41,0.78,0,70,25
2017/11/12,49,0.78,0,85,15
2017/11/13,32,0.78,0,58,18
2017/11/14,24,0.78,0,36,17
2017/11/15,37,0.78,0,72,14
2017/11/16,26,0.78,0,39,19
2017/11/17,56,0.82,0,82,31
2017/11/18,31,0.82,0,65,20
2017/11/19,17,0.82,0,32,10
2017/11/20,14,0.82,0,44,9
2017/11/21,66,0.83,0,86,36
2017/11/22,48,0.83,0,58,36
2017/11/23,37,0.83,0,57,21
2017/11/24,34,0.83,0,72,18
2017/11/25,27,0.83,0,44,12
2017/11/26,24,0.83,0,43,15
2017/11/27,20,0.83,0,35,11
2017/11/28,78,0.83,0,89,31
2017/11/29,35,0.83,0,88,19
2017/11/30,39,0.83,0,80,18
